simulation_mode,ticks,pxcor,pycor,resource_type,resource_quality,pollution_level,region_type,cost_to_extract,carrying_capacity,regeneration_rate,pollution_sensitivity,last_changed,agent_present,agent_type
simulation_mode,tick,pxcor,pycor,resource_type,resource_quality,pollution_level,region_type,cost_to_extract,carrying_capacity,regeneration_rate,pollution_sensitivity,agent_present,agent_type
0,0,-3,9,new,0.04,1,industrial,2.03,85,1.8644,0.83,false,none
0,0,-7,-5,new,0.27,18,natural,1.82,54,1.678,0.76,false,none
0,0,-4,-12,new,0.33,2,industrial,2.01,75,1.0628,0.54,false,none
0,0,13,-17,recycled,0.98,14,industrial,3.2,60,1.6201,0.63,false,none
0,0,16,5,new,0.66,15,natural,2.47,98,1.3254,0.89,false,none
0,0,0,-17,new,0.26,8,natural,1.59,89,1.0537,0.7,false,none
0,0,-9,12,new,0.26,13,natural,3.02,68,1.5043,0.95,false,none
0,0,-11,3,new,0.72,6,industrial,2.95,81,1.1941,0.53,false,none
0,0,14,-5,new,0.54,2,industrial,1.13,53,1.7413,0.72,false,none
0,0,10,-9,new,0.09,1,waste-zone,3.95,74,1.0074,0.71,false,none
0,0,12,-1,new,0.62,10,industrial,2.58,60,0.7173,0.88,false,none
0,0,-6,11,new,0.18,3,industrial,4.2,96,1.0457,0.6,false,none
0,0,-4,-17,recycled,0.05,16,natural,2.59,89,1.5683,0.68,false,none
0,0,0,-3,new,0.9,6,industrial,3.24,69,0.7646,0.85,false,none
0,0,-1,-16,waste,low,12,waste-zone,4.56,80,1.5738,0.8,false,none
0,0,17,-3,new,0.13,5,industrial,3.59,67,1.9687,0.62,false,none
0,0,-13,15,new,0.32,18,industrial,3.62,54,1.8556,0.89,false,none
0,0,14,-9,new,0.9,11,natural,4.35,86,1.6916,0.83,false,none
0,0,0,-2,new,0.6,9,natural,1.71,78,0.7688,0.52,false,none
0,0,17,10,new,0.81,19,industrial,4.4,71,1.959,0.56,false,none
0,0,5,-7,new,0.41,16,natural,1.84,58,1.1518,0.78,false,none
0,0,12,7,new,0.71,12,industrial,4.33,97,1.8631,0.65,false,none
0,0,12,2,new,0.14,11,industrial,3.61,63,0.9509,0.52,false,none
0,0,8,-17,waste,high,2,natural,3.66,58,0.7905,0.91,false,none
0,0,3,3,new,0.74,16,waste-zone,1.7,63,1.1369,0.77,false,none
0,0,3,11,new,0.81,2,natural,3.08,85,1.0053,0.72,false,none
0,0,-15,0,new,0.34,15,natural,1.84,97,1.2864,0.66,false,none
0,0,9,15,new,0.32,18,industrial,2.13,96,1.0153,0.82,false,none
0,0,-10,1,new,0.39,8,natural,2.31,81,1.0671,0.97,false,none
0,0,15,-10,new,0.01,7,waste-zone,2.27,66,0.6109,0.89,false,none
0,0,-10,15,new,0.85,0,natural,2.07,55,0.6256,0.55,false,none
0,0,14,14,new,0.92,1,natural,1.77,53,0.8546,0.63,false,none
0,0,-10,5,new,0.42,3,waste-zone,3.52,87,1.214,0.71,false,none
0,0,-13,13,new,0.85,8,waste-zone,1.41,81,1.8118,0.89,false,none
0,0,12,12,new,0.36,5,natural,4.04,50,1.6329,0.53,false,none
0,0,-17,-14,recycled,0.63,4,waste-zone,2.89,86,0.7287,0.97,false,none
0,0,6,16,waste,low,14,industrial,3.53,97,1.119,0.87,false,none
0,0,-11,17,new,0.45,1,natural,4.59,99,1.2745,0.64,false,none
0,0,-1,14,new,0.99,1,industrial,3.84,51,1.5601,0.9,false,none
0,0,15,2,new,0.96,7,natural,4.73,71,1.8536,0.61,false,none
0,0,-13,-4,new,0.91,2,natural,3.56,92,0.924,0.53,false,none
0,0,6,-10,recycled,0.7,13,natural,4.28,99,1.3763,0.68,false,none
0,0,-12,-13,new,0.6,10,natural,4.32,52,1.4935,0.58,false,none
0,0,-8,-11,new,0.83,19,waste-zone,1.92,99,1.7819,0.95,false,none
0,0,-3,-17,new,0.67,16,natural,2.44,84,1.2785,0.7,false,none
0,0,14,-10,new,0.45,2,industrial,4.69,68,0.6451,0.88,false,none
0,0,-5,-8,new,0.79,5,waste-zone,1.23,63,1.4559,0.98,false,none
0,0,-8,-17,new,0.54,6,waste-zone,2.48,91,0.9972,0.52,false,none
0,0,-2,-13,new,0.04,0,industrial,2.41,54,1.0305,0.9,false,none
0,0,4,-17,new,0.99,13,industrial,2.69,62,1.4309,0.92,false,none
0,0,-9,3,new,0.92,16,industrial,1.63,77,1.0377,0.52,false,none
0,0,-3,16,new,0.63,11,waste-zone,1.31,84,1.2508,0.91,false,none
0,0,5,0,new,0.72,1,waste-zone,3.1,93,1.0325,0.64,false,none
0,0,6,17,new,0.94,5,natural,3.05,59,1.9921,0.93,false,none
0,0,-2,-15,new,0.05,16,industrial,1.26,90,1.8593,0.71,false,none
0,1,-15,9,new,0.68,0,industrial,2.61,65,1.1083,0.54,false,none
0,1,6,11,new,0.97,16,waste-zone,4.32,62,1.9985,0.59,false,none
0,1,8,3,new,0.75,7,industrial,2.14,90,0.9641,0.51,false,none
0,1,-15,-12,new,0.72,8,industrial,3.66,96,1.7361,0.61,false,none
0,1,-4,17,new,0.19,10,industrial,4.73,97,1.3786,0.78,false,none
0,1,5,13,new,0.19,12,industrial,2.88,84,1.253,0.64,false,none
0,1,10,17,new,0.09,8,waste-zone,4.48,62,1.9582,0.75,false,none
0,1,12,-17,new,0.35,5,natural,2.49,83,1.5704,0.96,false,none
0,1,-12,1,new,0.59,13,natural,1.52,63,1.6549,0.89,false,none
0,1,0,-13,new,0.66,10,industrial,3.37,94,1.1108,0.91,false,none
0,1,16,-12,new,0.7,5,industrial,1.9,78,1.4492,0.72,false,none
0,1,-17,12,new,0.56,4,natural,1.38,86,0.5452,0.77,false,none
0,1,-6,7,new,0.97,17,industrial,1.89,86,1.439,0.89,false,none
0,1,10,12,new,0.3,13,natural,2.44,59,1.3045,0.77,false,none
0,1,-15,-7,new,0.31,13,waste-zone,3.91,62,1.3126,0.99,false,none
0,1,-5,10,new,0.98,0,waste-zone,3.86,86,1.6313,0.53,false,none
0,1,0,2,new,0.64,15,natural,4.67,82,1.9797,0.7,false,none
0,1,-13,-3,new,0.51,10,natural,2.03,80,1.4318,0.94,false,none
0,1,-2,3,new,0.34,3,industrial,1.29,70,1.5993,0.62,false,none
0,1,9,-3,waste,high,7,waste-zone,2.51,72,1.1157,0.69,false,none
0,1,16,10,new,0.32,11,waste-zone,3.64,92,0.93,0.54,false,none
0,1,-7,0,waste,low,6,waste-zone,1.85,54,1.7562,0.61,false,none
0,1,-5,3,recycled,0.82,14,natural,3.01,67,1.2724,0.8,false,none
0,1,9,3,new,0.38,16,industrial,4.56,76,1.4487,0.54,false,none
0,1,7,-6,new,0.36,0,industrial,3.39,55,0.8197,0.75,false,none
0,1,14,-16,new,0.87,14,waste-zone,3.47,78,1.3357,0.79,false,none
0,1,12,9,new,0.99,5,industrial,3.09,97,1.1057,0.75,false,none
0,1,-10,10,new,0.91,14,industrial,3.25,67,1.0705,0.84,false,none
0,1,10,-6,waste,low,10,waste-zone,1.1,59,1.4714,0.9,false,none
0,1,4,-3,new,0.35,5,waste-zone,3.57,74,0.8747,0.9,false,none
0,1,12,-7,new,0.9,16,industrial,3.72,90,1.7721,0.94,false,none
0,1,12,-16,new,0.27,2,waste-zone,3.18,94,1.9686,0.61,false,none
0,1,-8,10,new,0.91,3,natural,1.98,56,0.7756,0.65,false,none
0,1,-3,-14,new,0.87,10,industrial,2.38,65,1.3239,0.72,false,none
0,1,-2,0,new,0.85,19,waste-zone,3.43,54,1.4606,0.95,false,none
0,1,3,-16,recycled,0.81,4,industrial,2.4,81,0.5697,0.82,false,none
0,1,-11,1,new,0.92,9,industrial,2.92,51,1.8862,0.86,false,none
0,1,2,13,new,0.35,17,natural,2.35,72,1.5635,0.82,false,none
0,1,3,15,new,0.31,17,natural,1.87,69,1.6787,0.51,false,none
0,1,-2,4,new,1,15,natural,1.3,93,0.933,0.8,false,none
0,1,7,5,waste,low,17,waste-zone,1.17,81,1.6114,0.76,false,none
0,1,-5,-9,recycled,0.69,12,waste-zone,1,93,1.1775,0.77,false,none
0,1,17,-6,new,0.1,6,waste-zone,1.59,70,1.2726,0.83,false,none
0,1,-16,8,new,0.6,14,industrial,3.42,89,0.5868,0.91,false,none
0,1,-3,17,new,0.92,16,natural,1.19,76,0.8684,0.85,false,none
0,1,15,12,new,0.12,6,natural,4.17,64,0.5427,0.69,false,none
0,1,15,6,waste,low,19,industrial,1.01,98,1.1114,0.9,false,none
0,1,7,-8,waste,high,1,natural,4.96,88,1.5221,0.84,false,none
0,1,-3,-3,new,0.61,6,industrial,2.36,60,0.9254,0.97,false,none
0,1,5,-12,new,0.36,3,industrial,4.46,76,0.6107,0.61,false,none
0,1,16,-10,new,0.05,7,natural,1.28,96,0.6223,0.9,false,none
0,1,11,13,new,0.44,1,natural,4.21,66,1.1569,0.78,false,none
0,1,14,8,new,0.92,16,natural,3.04,95,1.6805,0.86,false,none
0,1,14,4,new,0.94,9,waste-zone,3.33,55,1.7257,0.68,false,none
0,1,-13,8,new,0.99,18,natural,1.12,83,1.2755,0.81,false,none
0,1,-8,15,new,0.55,5,natural,2.19,60,1.7569,0.99,false,none
0,1,0,10,new,0.08,9,waste-zone,3.9,79,1.5208,0.66,false,none
0,1,-14,-6,new,0.69,13,natural,2.03,79,1.3104,0.65,false,none
0,1,-12,14,new,0.92,6,waste-zone,2.66,70,0.6404,0.92,false,none
0,1,1,13,recycled,0.3,13,waste-zone,3.19,99,0.6445,0.69,false,none
0,1,15,9,new,0.39,9,industrial,2.8,51,1.5957,0.94,false,none
0,1,4,-15,recycled,1,11,industrial,3.44,57,1.6234,0.56,false,none
0,1,-4,5,new,0.7,0,natural,1.01,54,0.85,0.88,false,none
0,1,14,-17,new,0.43,1,industrial,3.62,87,0.5298,0.93,false,none
0,1,-16,-1,recycled,0.18,6,natural,1.33,63,1.5592,0.69,false,none
0,1,5,17,new,0.14,8,industrial,3.78,98,1.7484,0.79,false,none
0,1,16,-7,new,0.46,1,waste-zone,1.33,90,1.5011,0.99,false,none
0,1,-13,1,new,0.76,11,waste-zone,2.71,73,1.2431,0.77,false,none
0,1,9,2,new,0.74,13,waste-zone,2.36,66,0.5108,0.63,false,none
0,1,1,2,new,0.22,6,natural,3.26,77,1.5243,0.98,false,none
0,1,5,-1,new,0.64,2,natural,1.13,54,0.9829,0.83,false,none
0,1,14,-13,new,0.34,14,waste-zone,1.66,68,1.2618,0.66,false,none
0,1,17,-10,new,0.88,8,waste-zone,4.47,53,0.7378,0.65,false,none
0,1,4,3,recycled,0.41,7,industrial,3.72,93,1.358,0.78,false,none
0,1,-14,-13,new,0.01,6,industrial,2.94,58,1.4535,0.83,false,none
0,1,14,-5,new,0.54,2,industrial,1.13,53,1.7413,0.72,false,none
0,1,-7,15,waste,low,12,industrial,4.28,93,1.3693,0.52,false,none
0,1,9,-15,recycled,0.01,15,industrial,3.91,85,1.46,0.89,false,none
0,1,-4,-6,new,0.97,10,industrial,2.23,65,1.6156,0.77,false,none
0,1,5,-7,new,0.41,16,natural,1.84,58,1.1518,0.78,false,none
0,1,-11,2,new,0.82,17,natural,4.25,64,0.682,0.92,false,none
0,1,2,11,waste,low,19,industrial,3.43,68,1.7772,0.87,false,none
0,1,-13,14,new,0.01,19,natural,3.47,50,0.9972,0.56,false,none
0,1,-11,-16,new,0.68,14,industrial,1.08,56,0.5929,0.88,false,none
0,1,-13,-11,new,0.07,3,waste-zone,3.32,58,0.8366,0.5,false,none
0,1,0,-6,new,0.69,1,waste-zone,1.21,93,1.2662,0.82,false,none
0,1,8,-1,new,0.3,8,natural,4.59,72,0.7307,0.74,false,none
0,1,-9,-6,new,0.19,5,waste-zone,3.34,73,1.3834,1,false,none
0,1,9,4,new,0.11,9,industrial,2.18,52,1.7048,0.97,false,none
0,1,8,11,new,0.01,10,natural,3.41,65,1.1967,0.85,false,none
0,1,-12,-8,new,0.25,6,waste-zone,3.87,72,0.8028,0.91,false,none
0,1,-7,-9,new,0.5,8,waste-zone,1.22,72,0.9045,0.85,false,none
0,1,-10,5,new,0.42,3,waste-zone,3.52,87,1.214,0.71,false,none
0,1,7,-12,new,0.97,19,waste-zone,3.36,80,1.3286,0.53,false,none
0,1,2,12,new,0.49,11,waste-zone,4.33,57,1.8953,0.57,true,wastefuls
0,1,-1,10,recycled,0.44,16,industrial,2.75,51,1.8371,0.99,false,none
0,1,10,4,recycled,0.92,3,waste-zone,2.42,56,1.334,0.93,false,none
0,1,13,-4,new,0.91,0,industrial,3.13,54,1.048,0.58,false,none
0,1,10,-14,new,0.67,18,industrial,4.98,82,0.833,0.98,false,none
0,1,-14,13,new,0.1,13,natural,1.64,60,1.1601,0.62,false,none
0,2,13,15,new,0.45,19,industrial,3.04,87,1.1635,0.68,false,none
0,2,-5,9,recycled,0.49,10,natural,3.51,80,0.895,0.92,false,none
0,2,-13,7,new,0.22,1,waste-zone,3.61,73,1.473,0.84,false,none
0,2,4,4,new,0.27,4,industrial,3.05,53,1.4943,0.69,false,none
0,2,-4,-8,recycled,0.74,6,industrial,3.49,55,1.3366,0.83,false,none
0,2,-14,-6,new,0.69,13,natural,2.03,79,1.3104,0.65,false,none
0,2,3,-14,recycled,0.42,11,industrial,3.76,75,1.0955,0.52,false,none
0,2,17,6,waste,high,18,industrial,3.53,64,1.4128,0.89,false,none
0,2,17,-15,new,0.75,12,waste-zone,4.91,51,1.0316,0.67,false,none
0,2,-1,6,new,0.24,15,waste-zone,2.38,78,0.8311,0.64,false,none
0,2,15,5,new,0.42,0,natural,4.68,99,0.6464,0.7,false,none
0,2,6,16,waste,low,14,industrial,3.53,97,1.119,0.87,false,none
0,2,-15,-12,new,0.72,8,industrial,3.66,96,1.7361,0.61,false,none
0,2,-16,-17,new,0.83,12,natural,4.09,68,1.5399,0.9,false,none
0,2,6,6,new,0.02,6,waste-zone,2.63,74,1.6268,0.61,false,none
0,2,4,-6,recycled,1,9,natural,3.54,77,0.6107,0.72,false,none
0,2,-13,-2,new,0.09,7,industrial,4.66,80,1.3342,0.52,false,none
0,2,8,13,new,0.09,9,waste-zone,1.18,87,1.667,0.73,false,none
0,2,-9,-4,new,0.17,4,natural,2.93,58,1.8293,0.56,false,none
0,2,-17,0,recycled,0.96,14,industrial,3.6,88,1.8112,0.57,false,none
0,2,3,-10,new,0.37,10,waste-zone,1.78,92,1.5701,0.85,false,none
0,2,-9,17,new,0.97,4,waste-zone,1.54,55,1.9983,0.56,false,none
0,2,4,-1,new,0.85,10,natural,2.97,80,0.7934,0.98,false,none
0,2,2,-6,recycled,0.86,9,natural,3,56,1.0538,1,false,none
0,2,15,17,recycled,0.46,11,industrial,4.6,85,0.8612,0.73,false,none
0,2,-13,-7,new,0.95,8,industrial,2.99,76,1.1311,0.79,false,none
0,2,5,4,new,0.7,4,natural,3.24,94,1.317,0.91,false,none
0,2,-4,-15,recycled,0.9,1,natural,1.3,75,0.8899,0.5,false,none
0,2,-17,-5,new,0.51,1,natural,1.68,85,1.7415,0.92,false,none
0,2,6,15,waste,low,3,industrial,4.7,77,1.1221,0.88,false,none
0,2,5,16,new,0.48,18,natural,1.37,96,1.9867,0.99,false,none
0,2,2,4,new,0.18,0,natural,2.83,53,0.5898,0.67,false,none
0,2,-6,15,recycled,0.68,15,waste-zone,2.88,65,1.0707,0.7,false,none
0,2,-12,-7,new,0.84,8,industrial,3.78,59,0.6588,0.79,false,none
0,2,-13,-5,new,0.68,4,waste-zone,2.27,62,1.3046,0.57,false,none
0,2,-10,1,new,0.39,8,natural,2.31,81,1.0671,0.97,false,none
0,2,-7,15,waste,low,12,industrial,4.28,93,1.3693,0.52,false,none
0,2,-17,-10,new,0.97,6,natural,3.63,91,1.6315,0.68,false,none
0,2,-6,5,new,0.01,15,natural,3.03,93,1.7135,0.88,false,none
0,2,-3,-11,new,0.78,11,natural,4.97,53,0.5107,0.77,false,none
0,2,0,5,new,0.25,12,natural,1.31,74,1.3939,0.89,false,none
0,2,-15,0,new,0.34,15,natural,1.84,97,1.2864,0.66,false,none
0,2,-13,-9,new,0.06,2,natural,2.21,92,1.0053,0.76,false,none
0,2,-17,8,new,0.11,7,waste-zone,4.84,53,1.4084,0.63,false,none
0,2,-8,-5,new,0.92,13,natural,4.2,85,1.4155,0.85,false,none
0,2,5,-1,new,0.64,2,natural,1.13,54,0.9829,0.83,false,none
0,2,8,2,new,0.83,8,industrial,3.77,86,0.634,0.94,false,none
0,2,2,8,recycled,0.74,8,waste-zone,3.7,84,0.5354,0.71,false,none
0,2,11,-9,new,0.28,13,waste-zone,1.94,73,1.2597,0.73,false,none
0,2,10,-10,new,0.32,12,natural,4.73,60,1.3306,0.73,false,none
0,2,3,6,new,0.23,4,natural,1.86,53,0.504,0.98,false,none
0,2,10,-2,new,0.01,11,natural,2.69,72,1.1942,0.97,false,none
0,2,4,-5,recycled,0.52,19,industrial,4.54,61,1.1792,0.83,false,none
0,2,1,4,new,0.74,2,industrial,4.96,52,1.4566,0.53,false,none
0,2,10,-13,new,0.56,18,natural,3.55,87,1.4887,0.65,false,none
0,2,-3,16,new,0.63,11,waste-zone,1.31,84,1.2508,0.91,false,none
0,2,-13,8,new,0.99,18,natural,1.12,83,1.2755,0.81,false,none
0,2,-14,-3,new,0.08,1,industrial,3.72,90,1.0922,0.73,false,none
0,2,-10,12,new,0.49,11,natural,1.51,80,0.5614,0.56,false,none
0,2,-2,-1,new,0.77,19,natural,1.43,92,1.7223,0.73,false,none
0,2,-11,-10,waste,0.65,8,industrial,3.58,62,0.9571,0.94,false,none
0,2,-17,15,new,0.33,11,waste-zone,3.55,52,1.2648,0.81,false,none
0,2,-6,4,new,0.8,10,waste-zone,4.92,54,1.5992,0.67,false,none
0,2,-10,-7,new,0.42,7,industrial,3.08,84,0.5034,0.59,false,none
0,2,13,-11,new,0.5,4,waste-zone,2.41,56,1.6339,0.5,false,none
0,2,3,0,new,0.35,15,natural,3.36,76,1.9475,0.51,false,none
0,2,-4,15,new,0.14,19,waste-zone,1.95,51,1.2576,0.56,false,none
0,2,-3,8,recycled,0.76,9,waste-zone,2.31,78,1.9457,0.68,false,none
0,2,-15,11,new,0.74,7,industrial,3.62,56,1.3014,0.62,false,none
0,2,2,17,new,0.91,4,industrial,1.79,59,1.1631,0.95,false,none
0,2,-1,15,waste,low,8,industrial,2.95,93,0.6127,0.82,false,none
0,2,7,-5,waste,low,13,waste-zone,3.74,65,1.607,0.87,false,none
0,2,3,-1,new,0.7,9,industrial,1.42,92,1.1567,0.66,false,none
0,2,2,-16,recycled,0.53,5,waste-zone,4.59,53,1.9118,0.96,false,none
0,2,13,-6,new,0.94,16,waste-zone,3.32,65,1.4137,0.7,false,none
0,2,12,-11,waste,high,15,industrial,1.98,93,0.8677,0.89,false,none
0,2,-9,-10,new,0.43,11,waste-zone,3.04,80,1.4383,0.77,false,none
0,2,-11,-3,new,0.23,18,waste-zone,4.31,91,1.9751,0.66,false,none
0,2,12,7,new,0.71,12,industrial,4.33,97,1.8631,0.65,false,none
0,2,14,-13,new,0.34,14,waste-zone,1.66,68,1.2618,0.66,false,none
0,2,16,-14,new,0.26,4,industrial,1.8,64,1.7826,0.97,false,none
0,2,3,11,new,0.81,2,natural,3.08,85,1.0053,0.72,false,none
0,2,-9,-14,new,0.94,0,industrial,3.42,56,0.5951,0.97,false,none
0,2,-8,4,new,0.26,14,waste-zone,3.27,57,0.5698,0.75,false,none
0,2,13,2,new,0.51,15,natural,3.59,50,1.7409,0.81,false,none
0,2,-6,16,new,0.59,10,waste-zone,2.96,69,1.8282,0.7,false,none
0,2,-12,3,new,0.16,18,natural,1.81,92,1.0564,0.78,false,none
0,2,-3,10,new,0.4,18,waste-zone,3.06,74,0.6864,0.69,false,none
0,2,8,14,new,0.55,16,industrial,1.1,59,1.3645,0.93,false,none
0,2,-14,-7,new,0.13,8,waste-zone,3.62,95,1.7295,0.99,false,none
0,2,-8,-17,new,0.54,6,waste-zone,2.48,91,0.9972,0.52,false,none
0,2,15,-15,new,0.43,11,industrial,1.87,88,0.555,0.95,false,none
0,2,2,0,new,0.42,3,natural,3.34,77,1.0769,0.91,false,none
0,2,-16,4,new,0.38,12,industrial,4.24,85,0.5658,0.82,false,none
0,2,-10,-6,new,0.59,6,industrial,2.97,92,1.9156,0.59,false,none
0,2,-13,0,new,0.35,9,industrial,1.19,85,1.0775,0.8,false,none
0,2,-8,14,new,0.26,12,industrial,2.77,60,0.599,0.96,false,none
0,2,2,-11,waste,low,19,waste-zone,2.63,51,0.6921,0.81,false,none
0,2,-16,2,recycled,0.05,8,natural,4.94,59,1.7965,0.76,false,none
0,2,13,13,new,0.13,1,industrial,4.69,81,0.568,0.73,false,none
0,3,10,4,recycled,0.92,3,waste-zone,2.42,56,1.334,0.93,false,none
0,3,7,-11,new,0.07,13,natural,1.85,56,1.0554,0.71,false,none
0,3,-15,6,new,0.06,10,waste-zone,2.52,67,1.0457,0.72,false,none
0,3,17,3,new,0.09,17,natural,1.54,85,1.4761,0.7,false,none
0,3,10,1,new,0.23,2,industrial,1.84,90,0.8499,0.69,false,none
0,3,-16,-9,waste,high,15,waste-zone,2.25,77,0.5854,0.89,false,none
0,3,-6,14,new,0.14,19,natural,2.91,99,1.5858,0.57,false,none
0,3,3,6,new,0.23,4,natural,1.86,53,0.504,0.98,false,none
0,3,-17,7,new,0.8,15,industrial,4.86,82,1.1468,0.8,false,none
0,3,-11,3,new,0.72,6,industrial,2.95,81,1.1941,0.53,false,none
0,3,-15,5,waste,low,8,natural,4.51,63,0.8999,0.88,false,none
0,3,-17,14,waste,high,17,waste-zone,4.2,89,1.6099,0.9,true,wastefuls
0,3,10,-12,new,0.88,8,waste-zone,3.21,52,1.1028,0.7,false,none
0,3,-4,17,new,0.19,10,industrial,4.73,97,1.3786,0.78,false,none
0,3,-8,-1,new,0.56,14,waste-zone,2.81,80,0.5328,0.65,false,none
0,3,1,5,recycled,0.82,4,waste-zone,3.33,56,1.3452,0.99,false,none
0,3,12,-11,waste,high,15,industrial,1.98,93,0.8677,0.89,false,none
0,3,-3,-11,new,0.78,11,natural,4.97,53,0.5107,0.77,false,none
0,3,11,6,new,0.36,15,natural,3.53,88,1.8339,0.5,false,none
0,3,-6,-4,new,0.13,17,industrial,4.82,65,1.8199,0.84,false,none
0,3,-14,10,new,0.56,18,natural,4.56,60,0.5889,0.91,false,none
0,3,-10,13,new,0.64,3,waste-zone,3.13,82,0.8219,0.87,false,none
0,3,1,-16,new,0.83,13,industrial,4.78,56,1.5417,0.61,false,none
0,3,5,8,new,0.57,2,industrial,2.65,98,1.7566,0.52,false,none
0,3,10,8,new,0.34,18,waste-zone,3.33,76,1.6899,0.84,false,none
0,3,-14,-5,waste,low,15,waste-zone,3.31,65,0.5705,0.89,false,none
0,3,-15,-17,recycled,0,1,natural,2.22,99,1.9026,0.9,false,none
0,3,9,-5,new,0.11,11,natural,1.46,77,1.803,0.7,false,none
0,3,-8,16,new,0.15,8,natural,2.89,94,1.8683,0.52,false,none
0,3,2,-6,recycled,0.86,9,natural,3,56,1.0538,1,false,none
0,3,-4,6,new,0.36,3,natural,2.36,95,1.8763,0.81,false,none
0,3,15,11,new,0.03,13,industrial,2.83,55,1.27,0.89,false,none
0,3,0,-16,new,0.16,12,industrial,3.36,74,0.763,0.63,false,none
0,3,6,-1,new,0.79,16,industrial,2.85,73,1.5642,0.96,false,none
0,3,-10,7,new,0.33,16,industrial,4.04,82,0.9211,0.93,false,none
0,3,-15,2,new,0.13,15,waste-zone,4.92,93,1.7805,0.65,false,none
0,3,-6,-1,recycled,0.57,2,natural,3.69,95,1.6104,0.87,false,none
0,3,-13,17,new,0.19,12,waste-zone,2.67,70,0.505,0.69,false,none
0,3,10,17,new,0.09,8,waste-zone,4.48,62,1.9582,0.75,false,none
